0,tcp,ftp,OTH,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0.5,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,1,0,0.67,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,3,3,1,0,0.75,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,4,4,1,0,0.8,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,5,5,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,5,5,1,0,0.83,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,6,6,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,6,6,1,0,0.86,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,7,7,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,7,7,1,0,0.88,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,8,8,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,8,8,1,0,0.89,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,9,9,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,9,9,1,0,0.9,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,10,10,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,10,10,1,0,0.91,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,11,11,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,11,11,1,0,0.92,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,12,12,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,12,12,1,0,0.92,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,13,13,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,13,13,1,0,0.93,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,14,14,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,14,14,1,0,0.93,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,15,15,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,15,15,1,0,0.94,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,16,16,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,16,16,1,0,0.94,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,17,17,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,17,17,1,0,0.94,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,18,18,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,18,18,1,0,0.95,0,0,0,0,0,1
0,tcp,ftp,OTH,374,0,0,0,0,2,2,0,0,0,0,1,0,0,19,19,1,0,0,0,0,0,0,0,1
0,tcp,other,OTH,54,0,0,0,0,1,1,0,0,0,0,1,0,0,19,19,1,0,0.95,0,0,0,0,0,1
0,udp,ntp_u,SF,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,tcp,http,S1,1594,7184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,domain_u,SF,78,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,tcp,http_443,S1,2722,8645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,domain_u,SF,81,97,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
16,icmp,eco_i,SF,960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,ntp_u,SF,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,udp,domain_u,SF,78,94,0,0,0,2,2,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,1
0,icmp,eco_i,SF,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,icmp,ecr_i,SF,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,icmp,eco_i,SF,1514,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0.5,0,0,0,0,0,1
0,icmp,ecr_i,SF,1514,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,1
0,icmp,eco_i,SF,1514,0,0,0,0,2,2,0,0,0,0,1,0,0,2,2,1,0,0.67,0,0,0,0,0,1
0,icmp,ecr_i,SF,1514,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0.67,1,0,0,0,0,1
